商品评论,情感分析结果,评价倾向
刚收到就用了，之前还怕sa会不有假毕竟江湖那么多传说。看外观跟精华液应该都没问题淡的清香味很好吸,0.9990929865393272,喜欢
已经是在sa回购的第二瓶小棕了，真心好用维稳效果修复能力也不错去最近皮状态健康很多,0.9980117559419726,喜欢
有股淡的香味，用后皮肤不起整体效果错卖家包装也很细心。下次继续在你买,0.9983586580494423,喜欢
包装很好，拿到手里大瓶618买的果真便宜啦就是还没用不过肯定随后追加,0.31559420812322503,不喜欢
大概一周时间收到货，精华特价期购买确实很合算。唇膏第次非常滋润以后冬天再也不怕干了,0.934953557209318,喜欢
每一次都很满意，这选的宝贝更加以后还会如既往地买下去莎定是正品618合适。,0.9832875352133679,喜欢
雅詩蘭黛小棕瓶可以說是最經典的一款精華液了。潤而不膩，年四季常備品適合所有膚質像我這種換敏感肌使用起來也完全沒負擔莎38女神節價格比某寶還便宜必須囤貨,0.9913996937107077,喜欢
用完以后整个人都变帅了 状态特别好皮肤吹弹可破很喜欢。,0.8459589880074565,喜欢
价格划算 ，客服务态度很不错用着皮肤第二天挺滑的和原来买一样,0.7229864263082532,喜欢
适合肤质：我是混油皮。,0.8371729738343332,喜欢
保湿效果：很 在清爽点就好了。,0.7914792446997613,喜欢
吸收效果：用雅漾喷雾了一下稀释之后还是蛮好的,0.8637541798357191,喜欢
商品已到，头一次用这个牌子的护肤先试看感觉应该很不错哦相信家,0.6853773048388855,喜欢
感觉是正品。发货速度快，便宜实惠包装很好,0.9991207765927451,喜欢
感觉新版要稀一点，味道和之前的样还是相信sa品质活动价格太美丽了,0.9187408204050199,喜欢
使用感受：简单粗暴的说就是真很完美，算从品牌、价格效果质地等各方面看综合性比高一款精华。,0.9998767497642068,喜欢
吸收效果：雅诗兰黛小棕瓶涂在脸上不会觉得黏腻，便水性容易之后感整个都有光泽了。,0.2949125337753401,不喜欢
保湿效果：不用小棕瓶前，水乳和淡斑精华后会卡粉浮但自从了就再也没有整个脸看上去都舒服呢。,0.7817002618996559,喜欢
最后想说这款精华真的是集&ldquo;修复、初抗老保湿r于一体超高性价比，绝对值得入手回购。,0.9999247198699177,喜欢
宝贝已收到?，超级喜欢颜值高又实用！感觉物比图片更好看价格和质量成正这次购非常满意的赶紧下手,0.9967604520100959,喜欢
這款雅詩蘭黛小棕瓶真的是一年四季常備精華液。潤而不膩，非好吸收用了很多但新第七代還沒開始過憑著口碑應該值得期待效果,0.9591204234365732,喜欢
买雅诗兰黛以来这次送最便宜了，比上在莎gzh注册会员领券都。的两只剩下一也是刚打开再用活动赶紧入囤货而且还7代、超级京东国际品质信得过发快,0.7776279944785683,喜欢
一年四季必備的精華液。潤而不膩，非常好吸收幾乎適合各種膚質升級款雅詩蘭黛小棕瓶更讓人期待效果莎產品有保障且三八女神節價格比某寶還優惠須囤貨啊！愛了點個讚,0.9948977782832491,喜欢
使用感受：比较好,0.813445173465744,喜欢
适合肤质：通用型,0.6250001909683196,喜欢
吸收效果：非常快,0.8390490904871825,喜欢
保湿效果：很好哈,0.8082831117851146,喜欢
其他特色：价格比较给力，下次再买,0.6653160066596401,喜欢
一直用雅诗兰黛的小棕瓶，很好非常滋润每次取滴就够了保湿效果不油腻味道也错感觉皮肤充分吸收第二天！嫩滑紧致,0.8816702890490249,喜欢
很好，物流快东西给力性价比高！发货速度包装的格优惠我满意?还会回购,0.9899156630600568,喜欢
新包装很漂亮，价格也非常优惠性比超高。之前用过的都是第六代这个七还没发现出来区别,0.9986049781201521,喜欢
相信京東，莎這款雅詩蘭黛小棕瓶第七代升級版的效果杠滋潤度夠又一點也不油膩。各年齡段都可以使用領券後價格比某寶便宜很多所停囤貨,0.9916223043645626,喜欢
非常好的一次购物体验。618价格比平时优惠包装完，外箱质量也发货很迅速品无损雅诗兰黛大牌值得信赖,0.9999916371955156,喜欢
一直在用这款，保湿性特别好520有*合适物流还快！,0.9818592673560315,喜欢
好，非常。皮肤吸收快滑的不干了,0.28031903302592587,不喜欢
、服务好！礼品还真是漂亮，超值但有一颗小珠些瑕疵这难免的。尺寸比想象中要总体不错,0.9999237055358542,喜欢
2、东西收到，很满意！京平台真的是超级好卖家解疑问不厌其烦细致认关键而且货物发得快包装仔值信赖,0.927706872172428,喜欢
?心仪已久，果断下手用过之后感觉很不错是正品快递也给力然名副其实终于买到满意的商了超出期望非常喜欢身边人都问我要链接特别好没有任何破损地方外观看评！,0.9877180459672202,喜欢
一直都爱用小棕瓶，觉得比较适合我自己的皮肤。这次京东快递送达很,0.28231596290281424,不喜欢
货已收到非常满意比实体店便宜好多是正品,0.8024567833025669,喜欢
吸收效果：好,0.7972179145349774,喜欢
适合肤质：都OK,0.6713819016764735,喜欢
保湿效果：好,0.6944305636932618,喜欢
第一次购买雅诗兰黛小棕瓶，刚收到货好喜欢非常的棒下还会,0.9763406573691695,喜欢
"""雅诗兰黛特润修护精华包装美,非常滋一滴在手轻涂抹脸部的各个角落慢地按摩让皮肤充分吸收感到湿舒展肌变得年许多保效果好味道也很用过不少产品还是最！性价比高目前坚持时间长。""",0.9999387182595704,喜欢
京东发货总是很快 新版的第一次用刚开始几天目前还觉得好,0.7273696952444754,喜欢
在双1买的，之前沒用所以没评价这个第七代明显稀很多我都是香港专柜六浓稠好量可省要三倍份才够不知道也样许更适合夏季比较轻薄人感受哈,0.43604812924073655,一般
小棕瓶精华润滑细腻，吸收快保湿效果好皮肤摸起来很光是一直回购的产品活动时候买真超划算10ml可以用久了,0.8956306982791041,喜欢
多年來一直都在用的款精華液。抗老化效果是很明顯而且溫和，幾乎所有膚質可以使相信莎正品清關速度稍點慢謝京東小哥過也送貨滿意！囤,0.16647301423415828,不喜欢
味道很好闻，保湿效果补水每天早晚各一次皮肤紧致收缩毛孔明显,0.5830036228915185,一般
无限回购，维稳特别好尤其脸上长了个痘。它都消炎的作用第二天就如果想去法令纹那另一款吧我早晚不是这得大油皮着也错,0.9998486731081159,喜欢
质量很好，收到货第一时间打开看了不错满意想买的别犹豫哇！没有廉价感觉高端特棒?做工物流快客服点赞包装非常宝贝完全符合卖家描述可以放心购谢正品哒格优惠总而言之挺还会再已超级喜欢颜值又实用,0.9999906523444682,喜欢
第一次在莎旗舰店下单，双十二价格很优惠再囤瓶七代小棕。包装好裹严实,0.30738633437910645,不喜欢
第一次购买，朋友推荐莎旗舰店真好期待更。,0.87154330449829,喜欢
卖家发货很快，包装精美时尚这10毫升的好大一瓶有份量在官网也下单了明天到没是不正品还敢确定等后面使用效果再追评吧。看感觉应该～如会回购！,0.24750045779602348,不喜欢
雅斯兰黛国际品牌，产好用是没得说一直在特别这款的润小棕瓶精华液更我最爱滋肌肤味道淡清香高浓缩每次只需二滴就行圣诞节搞活动购买很实惠哦。希望以后多有点会关注,0.9999978908077909,喜欢
使用感受：润，特别适合北京的冬天,0.9237517439779729,喜欢
适合肤质：干皮,0.6341131491282936,喜欢
吸收效果：很快,0.9371519929833392,喜欢
保湿效果：持久,0.5438877242808815,一般
一直使用这个品牌精华液，吸收好尤其是冬天比较干噪完后皮肤不紧绷很润日常必备化妆,0.8801950651448782,喜欢
想买的别犹豫哇！没有廉价感觉，很高端特棒物流速度真是话说就一个字：快。商品从外包装来看非常档分钱货贵道理好东西给力性比整体还不错店家服务态而且质量也异味,0.9784805593404446,喜欢
大瓶的，实惠！用了几天紧致提拉第二早上洗脸手感很好滑,0.45350771280614954,一般
还不错哦，囤了2瓶自己家一妈放冬天干燥很适合用小宗保湿效果更好夏就黑加清爽,0.9611390000588744,喜欢
瓶身很新，没任何划痕日期也不错！,0.6111692547236581,喜欢
特别好 质感很价格划算送的包也比想象中大适合人,0.9963704680524533,喜欢
吸收效果：很好，快速。,0.932108919373249,喜欢
使用感受：不错，很黏腻一点就够了非常省。,0.9783546088430757,喜欢
适合肤质：本人干性皮，很滋润配雅诗兰黛红石榴晚霜使用效果更好。上敷完面膜以后全套产品手指按摩棒哒！,0.9983182252471842,喜欢
保湿效果：不错。,0.8809447545973716,喜欢
其他特色：第二天真的感觉皮肤很好。价格美丽，自己看图片吧用完还会回购使过效果最精华了,0.9980949678139448,喜欢
可以确定是正品。配合优惠券性价比极高走京东物流很快,0.9975360718261648,喜欢
雅詩蘭黛小棕瓶這款新年特供版簡直太漂亮啦！大紅色搭配金牡丹花，濃的中國風討喜不得了。真是一見傾心啊相信莎京東清關速度稍有點慢但絕對值等待好口碑再加上顏愛,0.999743528385643,喜欢
京东快递?，虽然从香港清关但是依很呀。因为之前一直用的雅诗兰黛眼霜没有过精华这次做活动跟另外个比还划算多所以第买结合希望效果更好哦,0.9997712027970003,喜欢
1使用感受：每天晚上，很滋润服帖。而且第二的即视特别好适合肤质本人是干皮所以从来没有觉得油秋冬季不可缺席一款守护吸收效果法说看着弄糊？事情慢按摩让充分体滑保湿直都杠我在这之前节基处于过敏症状到爆现样出了其他色买它！,0.8443880153877381,喜欢
用了一段时间材料评价的 真心好如果搭配兰蔻肌底液效更,0.8678957433427007,喜欢
用了两回.皮肤明显白皙滋润有弹性去皱效果还得等一段时间能看出来总之真的特别好,0.9406533724171783,喜欢
用了觉得很不错，商品质量好发货也挺快的总之就是赞正买放心价钱公道满意！款式大方非常合理,0.9999860755298675,喜欢
保湿效果：很滋润吸收也不错下次再用7代,0.9793032675005594,喜欢
这个很好用，涂在脸上皮肤多了润滑太喜欢姐妹们入手吧,0.6701051634895671,喜欢
好?赶上做活动的时候买，这个价格一分钱货从外观看很美材质工都不错感觉值了还有物流超级快点赞！,0.9999124947045313,喜欢
使用感受：此前一直都普通包装的，但过几瓶了觉是不错眼霜也同品牌,0.9840739631963226,喜欢
适合肤质：本人混皮，鼻子三角区偏油,0.5977500732103528,一般
吸收效果：好，反正个人觉得很滋润,0.8408659480851485,喜欢
使用感受：大名鼎的雅詩蘭黛小棕瓶，第五代六都過這款七是新出滋潤度很好。,0.9898995367594977,喜欢
适合肤质：本人屬於換季會有點敏感，但用小棕瓶完全沒問題。,0.035694744322172234,不喜欢
吸收效果：速度很快。,0.9638979203600669,喜欢
保湿效果：潤而不膩，濕錯。,0.7625975804849571,喜欢
其他特色：優惠價入手的，非常滿意！,0.8007821367955216,喜欢
一直很喜欢这个精华，保湿效果不错以前用的第6代次看7希望会失哦味道清淡,0.9232056242251243,喜欢
?质量很好，买的合我心意棒哒！需要亲们可以放购到货就迫不及待打开了果真没有让失望特别颜值也相当高满一次物如既往品非常喜欢款产o(*￣︶)包装错问题,0.29672631176691133,不喜欢
吸收效果：很快，清爽,0.9200442206904723,喜欢
保湿效果：第二天起床皮肤很光滑，超级补水,0.1296520133784942,不喜欢
适合肤质：敏感肌也用,0.9460670546545229,喜欢
物流很快，质感好漂亮喜欢产品真的超级棒下次还会买愿越做非常购体验,0.99994522154978,喜欢
这款质地比较浓稠，用了之后脸很光滑不知道是正品包装完善,0.9549001952239063,喜欢
安全下车了，莎的活动价格很给力快递等心慌还好没有被税希望以后也能！生产日期是比较新保质到19年,0.5265340992267116,一般
使用感受：有点黏腻,0.6958561247502102,喜欢
适合肤质：干性，我是大沙漠,0.8177628389844913,喜欢
吸收效果：还不错,0.9396521464760009,喜欢
没有在专卖店买过，所以无法对比闻气味和网上说的差不多,0.2620413183199368,不喜欢
正品，很好用容易推开,0.9582046068992549,喜欢
巨好用，超级喜欢价格实惠。,0.7691997265966384,喜欢
一直在关注的锅，轻便好洗用煎鱼蛋饼特别适合。而且比实体店宜,0.999014846395052,喜欢
使用感受：很保湿，滋润,0.8688835546777073,喜欢
适合肤质：我是混皮,0.7532544304107232,喜欢
吸收效果：很强,0.888753673865495,喜欢
保湿效果：不错,0.8809447545973716,喜欢
其他特色：大品牌,0.8609919040826202,喜欢
一直用，活动时期很划算。,0.9790064609743705,喜欢
"""东西便宜， 质量好物美价廉,买的放心又开这真是上瘾节奏啊根本无法停下来品类多而且齐全划算方快捷实惠包装没有任何破损简直消费者福音会一支持去可以足不出户懒人就能购到日常生活吃喝玩太合适过了古舟子""",0.9999501187856051,喜欢
物流实在太慢了，整跑1天东西很好用我刚下巴上长三个超级大痘又红疼两就憋去也不喜欢雅诗兰黛。,0.8459671338493359,喜欢
已经买过3次了，赶上活动时入手非常合算使用后感觉吸收效果好以还会继续购的。,0.987885307773299,喜欢
一直用小棕瓶，很好吸收大罐的起来心理作不疼爽,0.2549003739897514,不喜欢
宝贝收到了，和描述一样很喜欢凑单买的没想质量跟专卖店特别而且价格优惠是正品信赖商家感好也适中无限回购！以前直都在实体这次选择网上不光还发货快已经差多问题关键合里放心评,0.9998916733197803,喜欢
吸收得很快，是正品。物流也比想象中,0.9894423872619128,喜欢
新年活动价格很优惠，值得囤货！经常关注日必需品的信息力度大就下单送朋友自用都实。美国旁氏公司产地UK发快清速也,0.9893931134673621,喜欢
精华非常不错，而且比其它家的都优惠以后一定来?,0.6938142317747983,喜欢
母情节买给妈的生日礼物。第五代比六便宜一点，但是效果都差不多性价超高,0.9999069849687663,喜欢
很好，物流快东西给力性价比高！宝贝确实棒个人非常喜欢朋友也说来着推荐购买产品质量客服务态度特别评,0.9999828682321114,喜欢
家中必备的化妆品，我只用这个牌子精华它对干性皮肤保护非常好,0.777957210924079,喜欢
很好用的精华 一直现在不出去了就接网上买,0.480261016722734,一般
年货节活动真的给力，加上京东神券到手价简直太优惠小棕瓶新包装也很喜庆。最近囤了不少精华,0.9532020689713082,喜欢
总体来说，确实很不错客服的务态度也棒话几乎马上就会回消息物超所值真心推荐宝贝个人非常喜欢朋友好着购买品质?性价比较高商亲可以直接下手要犹豫哦,0.9999971647787098,喜欢
不错哦，我一直在用这款双十买的很优惠?,0.970536781561437,喜欢
毫无疑问的正品，价格便宜性比相当高啊。自从十年前在香港sa买过东西之后一直很信赖这个店铺只卖公道专柜太多了质又没有什么题所以都是网化妆真实惠款愧明星产用说好赞,0.9999999431762844,喜欢
吸收效果和保湿非常明显，适合所有肤质母亲节买给妈的很喜欢,0.8950637877388046,喜欢
很好用，给媳妇的说皮肤都变了。京东划算,0.6733234524908778,喜欢
非常好的产品，一直很相信京东年续费会员速度快有保证让人买着放心。不论是吃还喝日用和电器我都选择特别疫情期间帮了大忙所以支持你,0.981566647342401,喜欢
很好的小棕瓶精华，国内柜台无货10ml妆价格也实惠真品感满,0.9240086191062931,喜欢
相信京东国际，在莎买的活动价很划算,0.9695151600229515,喜欢
在京东客户端成功购买了很多商品，物超所值哦流服务周到细致第一时间安排发货速度快递哥送上门赞?,0.9998555097106865,喜欢
吸收效果：超赞,0.9634590938403365,喜欢
适合肤质：还好吧，尤其冬天皮偏干,0.6713184861686362,喜欢
使用感受：很润，好吸收,0.9408426809093792,喜欢
用了一段时间，感觉非常好皮肤状态变得挺的稳定,0.9840079284881561,喜欢
做活动买的太合适了，开心得不行。精华非常好包装也莎果然是大品牌?,0.8987102156978476,喜欢
很久没有用雅诗兰黛的精华了，快递赞一个东西也不错再,0.9980492492877766,喜欢
收到货，第一时间拆包装质量非常好与卖家描述致完全超出我的期望值很仔细、严实总来说这次是满意购物感谢。正品价格低性比高美廉有所朋友看了都客服务热情流给力快递信誉发速度也更别惠多态特会再光顾不思评晚店东西喜欢！买个送人她下还真乎料祝生兴隆刚点懂得该怎么使用咨询没想介绍宝贝产和页面写基本从头尾级解答疑问厌其烦认关键而且赖!便宜~新记通知继续注推荐掌柜,0.9992759601580473,喜欢
包装很好，是正品赶上有活动价格合适。涂吸收期待效果中,0.9975232455515988,喜欢
"""客服态度很专业热情，有问必答,回复也快都会认真我这点向表示由衷的敬意收到时候包装完整下次需要还再来麻烦掌柜给个优惠哦!""",0.43243117216409177,一般
不错，是正版喜欢的朋友可以快点入手比实体店便宜多了。整非常,0.9921821475132702,喜欢
"""我是忠实的京迷，一直plus会员质量可以说非常好了与卖家描述完全致满意,真很喜欢超出期望值发货速度快包装仔细、严物流公司服务态运送次购""",0.9399671340326108,喜欢
不错，和之前免税店买的味道一样五星好评非常！想到那么快就了,0.960580944939524,喜欢
"""质量非常好，与卖家描述的完全一致满意,真很喜欢稜超出期望值发货速度快包装仔细、严实""",0.9905776478906978,喜欢
使用感受：非常好的产品，一直很相信京东年续费会员速度快有保证让人买着放心。不论是吃还喝日和电器我都选择特别疫情期间帮了大忙所以支持你,0.9988389130333569,喜欢
一直购买这款，质量很不错性价比也高体验好还会。,0.9997211299410025,喜欢
还没用，莎给退差价非常不错五百多块买10ml精华超级划算,0.0810415401933261,不喜欢
昨天就收到了，包装严实还没用应该不错顺风快递非常给力！,0.561195585666882,一般
宝贝收到了！用着很好，应该是正品吧相信京东,0.9917371099992791,喜欢
一直都用这款精华，真的超级好。现在活动价买便宜,0.9776777718811756,喜欢
发货很快，已经收到了商品和描述的差不多质量没问题关键价格也合适在这里买还是放心好评！超级划算,0.9855166833319762,喜欢
"""雅诗兰黛（Este Laudr）特润修护肌透精华露,价时买的，物有所值""",0.9989106250594536,喜欢
很棒?商品收到了，包装得好物流非常快客服态度积极有问题及时解答！总体来说满意,0.9485556554915417,喜欢
雅诗兰黛的小棕瓶精华收到了，价格很划算而且物流也非常快喜欢在京东上购正品有保障还实惠嘿,0.9999577654868855,喜欢
第一次在莎买东西，也是用小棕瓶赶上活动的价格很划算相信卖应该正品.,0.9589430328439409,喜欢
东西收到了，看着不错物流很快服务好下次继续光顾哦,0.9846144656360647,喜欢
发货很快，坚持用着看吧不知道有效果,0.8748285606763321,喜欢
618买就是划算很好用。,0.7834324297674344,喜欢
物流超级快，产品与实一致找懂得朋友看过免税版美价廉东西好用真的值推荐,0.9458301233921081,喜欢
京东上竟然有sa旗舰店，而且价格非常合适我买了之后就降卖家还把钱推给真棒,0.030034652987725563,不喜欢
非常好用，第二次买了,0.48016958252112873,一般
适合肤质：混型,0.8296720959761847,喜欢
使用感受：绿茶味,0.4021253926851772,一般
使用感受：效果很好！,0.925129802943494,喜欢
吸收效果：很好！,0.8794225942448934,喜欢
保湿效果：很好！,0.8082831117851146,喜欢
已经多次从他家买了，现在物流快很希望越来好！,0.9244162257640762,喜欢
用这款产品十几年了，在家购买N次质量好价格便宜很多！,0.9533534596144965,喜欢
莎还是很值的信赖，我所有化妆品都在各大网络平台买这款一个月前了六代50ml觉得不错以趁着活动囤百,0.998951531434006,喜欢
好，价格相当给力老版很经典感觉比新更用,0.9689452767093861,喜欢
价格超级实惠，三八活动太棒了。爱！物流也很信赖京东sa,0.9999037045423348,喜欢
是真的，包装也很好精华液一直都在用这个牌子大品,0.6390910205341371,喜欢
一直在很雅诗兰黛的眼霜，非常好用舒服,0.9930466466770732,喜欢
非常适合夏天的我，不;由腻易吸收太爱了,0.45230811510691527,一般
早晚都在用。的特别快些，效果是不错哈,0.9169904081864209,喜欢
第一次用，感觉很舒服淡的中药味。,0.7006544795945707,喜欢
已收到货，618活动价格实惠保质期也很理想。物流快！,0.9288691905527523,喜欢
使用感受：以前都第六代，很舒服,0.9467227343212241,喜欢
适合肤质：都,0.856788675620798,喜欢
一直喜欢在京东买西，产品质量有保证速度也快。服务很好,0.9841108408291545,喜欢
质量超好，脸上滑的婴儿般感觉。,0.4554589583395342,一般
很不错，价格合适是真品,0.924079953736748,喜欢
非常好，涂一晚第二天起来就很滋润目前用过最的精华没有之,0.6229097570195462,喜欢
东西收到了，包装非常好味道不错保湿效果用着很舒服也油腻感觉,0.6345739478499183,喜欢
非常好，我一直用雅诗兰黛的护肤大品牌值得信赖,0.9998705329623264,喜欢
很好用，开始抹上有点黏但是吸收快,0.3651869772173376,不喜欢
用过，没感觉到特别好或不个人选择！,0.5191064572950488,一般
应该是正品吧，价格超级合算569元到手10ml适维稳。,0.9772266457279226,喜欢
退了差价 完美英版的感觉做工没,0.14348383974672807,不喜欢
很好的乳液，能改善皮肤。,0.741227796298763,喜欢
用了一段时间，效果还是很不错的。趁优惠囤几瓶,0.9836880597001308,喜欢
价格很实惠买来囤货，不是美版长期使用待效果,0.5481389471052192,一般
挺好的，官方旗舰店正品可溯源质量很双十一价格划算,0.9927414037014136,喜欢
做活动买非常划算，一直用这个效果不错。,0.9859100476733855,喜欢
到货很快，爱人就用这个品牌喜欢。不错的购物体验,0.9993608453962936,喜欢
第一次用七代，期待效果快递很严实速度也蛮的～,0.686642083327648,喜欢
正品，东西很满意使用后看效果继续加购。,0.9407666506660138,喜欢
趁着做活动买的，价格实惠送给妈打礼物她很喜欢,0.9931286202701421,喜欢
使用感受：效果不错,0.9559210419680003,喜欢
适合肤质：大部分人,0.8606355155435075,喜欢
非常喜欢，好用是正品值得信赖的一个产还会回购。,0.997049045149481,喜欢
保湿效果非常好，期望能有更加的?,0.5700292734157707,一般
给妈买的，问了她说很好用润擦过皮肤舒服,0.24651434859030597,不喜欢
刚收到货就试用了，颜色味道和专柜买的都一样是正品这个价钱很划算平时去香港也会莎护肤。,0.979236803877299,喜欢
买了很多次，做活动是价格美丽新鲜赞,0.9969267140727229,喜欢
宝贝很好，物流快性价比高值得再次购买。,0.9992262250034477,喜欢
非常好用，了一个月效果明显。,0.6079095094875956,喜欢
小棕瓶精华真的好用 会一直回购,0.29634050170497594,不喜欢
吸收效果：很快，保湿好提亮肤色,0.9418221309005538,喜欢
已经回购无数次，皮肤状态还是很稳定,0.6206716162877077,喜欢
物美价廉，买值啦下次还会光顾也推荐给其他朋友来。,0.9310471958176538,喜欢
不错，价格凑单多买两件很划算毕竟小棕瓶是可以常备的东,0.9761851309658508,喜欢
在莎买了几次护肤品，感觉是正包装很好。,0.6720832318964586,喜欢
精华液选择是正确的，很不错。,0.9729361931781086,喜欢
活动价优惠到家了，很喜欢信赖京东sa,0.9982303807926203,喜欢
一直在京东购物，方便快捷价格宜流很,0.9694378965552456,喜欢
这款精华用了很久。,0.883802868127978,喜欢
划算，,0.8024691358024691,喜欢
使用感受：好,0.813445173465744,喜欢
价格太棒啦，希望多做活动,0.9639651853048837,喜欢
活动不错，性价比很高囤货大碗经常会两瓶备用。,0.977463273829132,喜欢
雅诗兰黛一如既往的小棕瓶，老婆非常满意活动价也还不错。,0.9998553304782856,喜欢
跟在专柜正品一样，而且价格还便宜很多！支持你们,0.9724651466104828,喜欢
瓶子设计很喜气，挺好看的。,0.7560413408139911,喜欢
很不错，物品满意好。,0.9433141736265432,喜欢
送朋友的，超级喜欢瓶子漂亮。效果好,0.8754387377642754,喜欢
快递很就收到了，接下去勤点希望能改善皮肤,0.15901698163975786,不喜欢
很好用，长期使效果不错。,0.9776984217170378,喜欢
使用感受：吸收很快,0.9354230940985897,喜欢
保湿效果：非常好，至少华东够咯,0.9537522596782552,喜欢
吸收好，保护皮肤非常到位。,0.9191879541444873,喜欢
买了三个东西，这是唯一没有被税的率太高！卖家很好正品,0.8813155753437034,喜欢
挺好的，物美价廉跟专柜一样香港买也。,0.9814192818008286,喜欢
还没有用，期待使效果双十一买的价格很不错会继续购。,0.9786625560708221,喜欢
老顾客，买过很多次东西搞活动就屯一瓶满意,0.18347094361636918,不喜欢
超棒 值sa活动给力东西很好,0.9779519887489564,喜欢
第五瓶，价格越来实惠觉得它朴无华了。,0.7699030048775108,喜欢
性价比可谓是很高了 小棕瓶吸收也非常不错哒,0.9934768934723127,喜欢
活动买的超级划算，新版还没用过,0.7734648924817129,喜欢
第一次用小棕瓶 吸收特别快不闷痘而且价格合适代购都没有这么优惠,0.9316683711215333,喜欢
买过好多次了，真的特别价格也非常美丽,0.9611025767284772,喜欢
正品，莎太棒了。618力度全网最大物超所值,0.9921379935084569,喜欢
特别号推荐大家购买非常不错哟，物流快,0.9649643927400265,喜欢
全进口的，用起来皮肤很紧致柔软,0.9140374045415162,喜欢
第一次在莎买东西 ，四天就收到了。速度真的快,0.6639126208535683,喜欢
秒杀价格特别实惠，莎货品值得信赖。,0.9994988932105182,喜欢
东西收到了，很好！物流也给力,0.6391571649127257,喜欢
价格很划算，大瓶够用久了。,0.593492512458102,一般
超级划算，物流也很给力一次屯了两瓶。,0.5976772896673104,一般
很好，不错满意。,0.977047951330217,喜欢
产品不错，服务很好价格优惠还会回购,0.9024580204690579,喜欢
好用非常,0.6558628208940429,喜欢
物流快，东西正品。而且价格很优惠,0.9703453004007361,喜欢
价格非常划算，等用了再来评效果,0.6729850915763576,喜欢
趁着女神节特价入手的，格别值。,0.9406975279356775,喜欢
买了很多次，感觉真的好,0.730870306719257,喜欢
活动期买到那么优惠的价格，很开心。,0.9247996296985211,喜欢
货品收到，包装很好感觉是正,0.6853423601066235,喜欢
使用感受：这款产品了几年，觉很棒！,0.986918190656263,喜欢
适合肤质：好,0.9027548944768423,喜欢
除了物流不是很快之外，都非常满意。,0.9756834252331883,喜欢
物美价廉！很快，喜欢在京东买西,0.987048942758568,喜欢
很好的一次购物 比预期快多,0.95199863762672,喜欢
发货很快，确实是正品完美谢,0.9974519333802094,喜欢
包装很好，还没有用应该是正品,0.9470007338883241,喜欢
东西收到了 很不错，超值。,0.9902020377965963,喜欢
挺好的，很滋润吸收,0.9561037618977798,喜欢
性价比超高的一款商品，值得入手,0.9998630205520205,喜欢
sa每次搞活动我都会买很多，给力,0.594095011814297,一般
买了两瓶，颜值还很高第说,0.40827710552471574,一般
一直使用这个品牌 很好,0.8887858067543097,喜欢
比超市便宜，送货也快在家点一就上门了网络时代真的是太方啦！而且到停车不还用哼哧拎回,0.1755597311244378,不喜欢
包装很好，速度快活动给力,0.959160508924984,喜欢
正品无疑，活动购买超级划算了,0.9895025038960951,喜欢
产品收到很满意，发货速度也快！,0.9358201820395594,喜欢
618 活动很合适回购好几次嘻,0.3400108400214863,不喜欢
很划算 10ml也是保税仓发货,0.7201807656951916,喜欢
没有被税，东西非常正。家里还这个是备货下次继续哦！,0.8848646432865166,喜欢
帮朋友下手的，超值价格非常满意。,0.993733144812047,喜欢
很好是正品，终于用上第七代了,0.9263660563113578,喜欢
很好用，价格也特别划算,0.9547463644135796,喜欢
活动的时候价格还是很实惠,0.9683159731659983,喜欢
双十一抢购的，物美价廉超级值,0.9504352873009089,喜欢
很好呀，便宜喜欢雅诗兰黛,0.9965364922797868,喜欢
京东自营，物流很快值得购买！,0.898991418907152,喜欢
母亲非常喜欢，用了一段时间也没过敏。下次继续购买,0.8777722598007571,喜欢
很好，趁活动买太划算了,0.8967680775849018,喜欢
正品 很好又实惠,0.9923442362241098,喜欢
查了是正品，生产日期很新鲜。,0.6553303554950138,喜欢
朋友推荐的，据说效果很好用一段时间再评价怎么样！,0.9251155439345549,喜欢
一直以来都很喜欢的、,0.826817525258948,喜欢
还可以会买，不错都很好,0.965138459169376,喜欢
是正品，用着很好吸收。,0.9858479545567518,喜欢
老客户了，十分优惠非常满意,0.5737789347047011,一般
东西是真品，价廉物美。好评！,0.43430173889865964,一般
东西不错，正品物流也很快,0.9931914419102726,喜欢
已买多次了，保湿恢复非常好,0.4058191512046615,一般
送女朋友的 很喜欢,0.886379236200025,喜欢
没想到这么快,0.6131666971827385,喜欢
非常好,0.6558628208940429,喜欢
物流很快，经常在京东买西,0.9184039944012479,喜欢
很好 这个价格优惠,0.815860983490176,喜欢
是正品，男友说很好用,0.33142720838621376,不喜欢
性价比超高，物流非常方便,0.9970842751024892,喜欢
应该是正品哦，物美价廉。,0.9519383122671627,喜欢
6.18买比之前的便宜很多,0.9185152896835066,喜欢
客服很耐心解答问题，不错,0.7584753140508356,喜欢
修复能力杠～很喜欢，已经用半瓶了,0.7147074468026953,喜欢
物美价廉，和之前买的一样,0.7736514305403268,喜欢
超级好用，吸收神速啊,0.7463785047759527,喜欢
价格便宜，很划算还没拆。,0.8556808734447313,喜欢
价格很美丽，物流快。,0.9792552410794817,喜欢
物流很快，好不错！,0.9860684153479666,喜欢
非常棒 速度快质量优。,0.9989969154181744,喜欢
一直用这个产品 很好,0.7853504415636449,喜欢
送女朋友的，她觉得很好,0.8646506662090699,喜欢
